"Start","End","Label","Prediction"
"175330","175335","Trapop",""
"175335","175340","Trapop",""
"175340","175345","Trapop",""
"175345","175350","Trapop",""
"175350","175355","Trapop",""
"175355","175360","Trapop",""
"175360","175365","Trapop",""
"175365","175370","Trapop",""
"175370","175375","Trapop",""
"175375","175380","Wandelen",""
"175380","175385","Wandelen",""
"175385","175390","Wandelen",""
"175390","175395","Trapop",""
"175395","175400","Trapop",""
"175400","175405","Trapop",""
"175405","175410","Trapop",""
"175410","175415","Trapop",""
"175415","175420","Trapop",""
"175420","175425","Trapop",""
"175425","175430","Trapop",""
"175430","175435","Trapop",""
"175435","175440","Trapop",""
"175440","175445","Trapop",""
"175445","175450","Trapop",""
"175450","175455","Wandelen",""
"175455","175460","Wandelen",""
"175460","175465","Wandelen",""
"175465","175470","Wandelen",""
"175470","175475","Wandelen",""
"175475","175480","Trapop",""
"175480","175485","Trapop",""
"175485","175490","Trapop",""
"175490","175495","Trapop",""
"175495","175500","Trapop",""
"175500","175505","Trapop",""
"175505","175510","Trapop",""
"175510","175515","Trapop",""
"175515","175520","Trapop",""
"175520","175525","Trapop",""
"175525","175530","Trapop",""
"175530","175535","Trapop",""
"175535","175540","Trapop",""
"175540","175545","Trapop",""
"175545","175550","Wandelen",""
"175550","175555","Wandelen",""
"175555","175560","Wandelen",""
"175560","175565","Trapop",""
"175565","175570","Trapop",""
"175570","175575","Trapop",""
"175575","175580","Trapop",""
"175580","175585","Trapop",""
"175585","175590","Trapop",""
"175590","175595","Trapop",""
"175595","175600","Trapop",""
"175600","175605","Trapop",""
"175605","175610","Trapop",""
"175610","175615","Wandelen",""
"175615","175620","Wandelen",""
"175620","175625","Wandelen",""
"175625","175630","Wandelen",""
"175630","175635","Wandelen",""
"175635","175640","Wandelen",""
"175640","175645","Wandelen",""
"175645","175650","Wandelen",""
"175650","175655","Wandelen",""
"175655","175660","Wandelen",""
"175660","175665","Wandelen",""
"175665","175670","Wandelen",""
"175670","175675","Ruis",""
"175675","175680","Nietsdoen",""
"175680","175685","Nietsdoen",""
"175685","175690","Nietsdoen",""
"175690","175695","Nietsdoen",""
"175695","175700","Nietsdoen",""
"175700","175705","Nietsdoen",""
"175705","175710","Nietsdoen",""
"175710","175715","Nietsdoen",""
"175715","175720","Nietsdoen",""
"175720","175725","Nietsdoen",""
"175725","175730","Nietsdoen",""
"175730","175735","Nietsdoen",""
"175735","175740","Nietsdoen",""
"175740","175745","Nietsdoen",""
"175745","175750","Nietsdoen",""
"175750","175755","Nietsdoen",""
"175755","175760","Nietsdoen",""
"175760","175765","Nietsdoen",""
"175765","175770","Nietsdoen",""
"175770","175775","Nietsdoen",""
"175775","175780","Nietsdoen",""
"175780","175785","Nietsdoen",""
"175785","175790","Nietsdoen",""
"175790","175795","Nietsdoen",""
"175795","175800","Nietsdoen",""
"175800","175805","Nietsdoen",""
"175805","175810","Nietsdoen",""
"175810","175815","Nietsdoen",""
"175815","175820","Nietsdoen",""
"175820","175825","Ruis",""
"175825","175830","Ruis",""
"175830","175835","Wandelen",""
"175835","175840","Wandelen",""
"175840","175845","Wandelen",""
"175845","175850","Wandelen",""
"175850","175855","Wandelen",""
"175855","175860","Ruis",""
"175860","175865","Ruis",""
"175865","175870","Ruis",""
"175870","175875","Nietsdoen",""
"175875","175880","Nietsdoen",""
"175880","175885","Nietsdoen",""
"175885","175890","Nietsdoen",""
"175890","175895","Nietsdoen",""
"175895","175900","Nietsdoen",""
"175900","175905","Nietsdoen",""
"175905","175910","Nietsdoen",""
"175910","175915","Nietsdoen",""
"175915","175920","Nietsdoen",""
"175920","175925","Nietsdoen",""
"175925","175930","Nietsdoen",""
"175930","175935","Nietsdoen",""
"175935","175940","Nietsdoen",""
"175940","175945","Nietsdoen",""
"175945","175950","Nietsdoen",""
"175950","175955","Liftad",""
"175955","175960","Liftad",""
"175960","175965","Liftad",""
"175965","175970","Liftad",""
"175970","175975","Liftad",""
"175975","175980","Liftad",""
"175980","175985","Liftad",""
"175985","175990","Liftad",""
"175990","175995","Liftad",""
"175995","176000","Liftad",""
"176000","176005","Ruis",""
"176005","176010","Nietsdoen",""
"176010","176015","Nietsdoen",""
"176015","176020","Ruis",""
"176020","176025","liftau",""
"176025","176030","liftau",""
"176030","176035","liftau",""
"176035","176040","liftau",""
"176040","176045","liftau",""
"176045","176050","liftau",""
"176050","176055","liftau",""
"176055","176060","liftau",""
"176060","176065","Ruis",""
"176065","176070","Ruis",""
"176070","176075","Nietsdoen",""
"176075","176080","Nietsdoen",""
"176080","176085","Nietsdoen",""
"176085","176090","Nietsdoen",""
"176090","176095","Ruis",""
"176095","176100","Wandelen",""
"176100","176105","Wandelen",""
"176105","176110","Wandelen",""
"176110","176115","Wandelen",""
"176115","176120","Wandelen",""
"176120","176125","Wandelen",""
"176125","176130","Wandelen",""
"176130","176135","Wandelen",""
"176135","176140","Wandelen",""
"176140","176145","Wandelen",""
"176145","176150","Wandelen",""
"176150","176155","Wandelen",""
"176155","176160","Wandelen",""
"176160","176165","Wandelen",""
"176165","176170","Wandelen",""
"176170","176175","Wandelen",""
"176175","176180","Wandelen",""
"176180","176185","Wandelen",""
"176185","176190","Wandelen",""
"176190","176195","Wandelen",""
"176195","176200","Wandelen",""
"176200","176205","Wandelen",""
"176205","176210","Wandelen",""
"176210","176215","Wandelen",""
"176215","176220","Wandelen",""
"176220","176225","Wandelen",""
"176225","176230","Wandelen",""
"176230","176235","Wandelen",""
"176235","176240","Wandelen",""
"176240","176245","Wandelen",""
"176245","176250","Wandelen",""
"176250","176255","Wandelen",""
"176255","176260","Wandelen",""
"176260","176265","Wandelen",""
"176265","176270","Wandelen",""
"176270","176275","Wandelen",""
"176275","176280","Wandelen",""
"176280","176285","Wandelen",""
"176285","176290","Wandelen",""
"176290","176295","Wandelen",""
"176295","176300","Wandelen",""
"176300","176305","Wandelen",""
"176305","176310","Wandelen",""
"176310","176315","Wandelen",""
"176315","176320","Wandelen",""
"176320","176325","Wandelen",""
"176325","176330","Wandelen",""
"176330","176335","Wandelen",""
"176335","176340","Wandelen",""
"176340","176345","Wandelen",""
"176345","176350","Wandelen",""
"176350","176355","Ruis",""
"176355","176360","Ruis",""
"176360","176365","Ruis",""
"176365","176370","Ruis",""
"176370","176375","Ruis",""
"176375","176380","Ruis",""
"176380","176385","Wandelen",""
"176385","176390","Wandelen",""
"176390","176395","Wandelen",""
"176395","176400","Wandelen",""
"176400","176405","Wandelen",""
"176405","176410","Ruis",""
"176410","176415","Ruis",""
"176415","176420","Nietsdoen",""
"176420","176425","Nietsdoen",""
"176425","176430","Nietsdoen",""
"176430","176435","Nietsdoen",""
"176435","176440","Nietsdoen",""
"176440","176445","Nietsdoen",""
"176445","176450","Nietsdoen",""
"176450","176455","Nietsdoen",""
"176455","176460","Nietsdoen",""
"176460","176465","Nietsdoen",""
"176465","176470","Nietsdoen",""
"176470","176475","Nietsdoen",""
"176475","176480","Nietsdoen",""
"176480","176485","Nietsdoen",""
"176485","176490","Nietsdoen",""
"176490","176495","Nietsdoen",""
"176495","176500","Nietsdoen",""
"176500","176505","Nietsdoen",""
"176505","176510","Nietsdoen",""
"176510","176515","Nietsdoen",""
"176515","176520","Nietsdoen",""
"176520","176525","Nietsdoen",""
"176525","176530","Nietsdoen",""
"176530","176535","Nietsdoen",""
"176535","176540","Nietsdoen",""
"176540","176545","liftau",""
"176545","176550","liftau",""
"176550","176555","liftau",""
"176555","176560","liftau",""
"176560","176565","liftau",""
"176565","176570","liftau",""
"176570","176575","liftau",""
"176575","176580","liftau",""
"176580","176585","liftau",""
"176585","176590","liftau",""
"176590","176595","liftau",""
"176595","176600","liftau",""
"176600","176605","Ruis",""
"176605","176610","Nietsdoen",""
"176610","176615","Nietsdoen",""
"176615","176620","Nietsdoen",""
"176620","176625","Nietsdoen",""
"176625","176630","Nietsdoen",""
"176630","176635","Nietsdoen",""
"176635","176640","Nietsdoen",""
"176640","176645","Nietsdoen",""
"176645","176650","Nietsdoen",""
"176650","176655","Nietsdoen",""
"176655","176660","Liftad",""
"176660","176665","Liftad",""
"176665","176670","Liftad",""
"176670","176675","Liftad",""
"176675","176680","Liftad",""
"176680","176685","Liftad",""
"176685","176690","Liftad",""
"176690","176695","Liftad",""
"176695","176700","Liftad",""
"176700","176705","Ruis",""
"176705","176710","Nietsdoen",""
"176710","176715","Nietsdoen",""
"176715","176720","Nietsdoen",""
"176720","176725","Nietsdoen",""
"176725","176730","Nietsdoen",""
"176730","176735","Nietsdoen",""
"176735","176740","Nietsdoen",""
"176740","176745","Nietsdoen",""
"176745","176750","Nietsdoen",""
"176750","176755","Nietsdoen",""
"176755","176760","Nietsdoen",""
"176760","176765","Nietsdoen",""
"176765","176770","Nietsdoen",""
"176770","176775","Nietsdoen",""
"176775","176780","Nietsdoen",""
"176780","176785","liftau",""
"176785","176790","liftau",""
"176790","176795","liftau",""
"176795","176800","liftau",""
"176800","176805","liftau",""
"176805","176810","liftau",""
"176810","176815","liftau",""
"176815","176820","liftau",""
"176820","176825","liftau",""
"176825","176830","Liftad",""
"176830","176835","Liftad",""
"176835","176840","Liftad",""
"176840","176845","Liftad",""
"176845","176850","Liftad",""
"176850","176855","Liftad",""
"176855","176860","Liftad",""
"176860","176865","Liftad",""
"176865","176870","Nietsdoen",""
"176870","176875","Nietsdoen",""
"176875","176880","Nietsdoen",""
"176880","176885","Nietsdoen",""
"176885","176890","Nietsdoen",""
"176890","176895","Ruis",""
"176895","176900","Ruis",""
"176900","176905","Wandelen",""
"176905","176910","Wandelen",""
"176910","176915","Wandelen",""
"176915","176920","Wandelen",""
"176920","176925","Wandelen",""
"176925","176930","Wandelen",""
"176930","176935","Wandelen",""
"176935","176940","Wandelen",""
"176940","176945","Wandelen",""
"176945","176950","Wandelen",""
"176950","176955","Wandelen",""
"176955","176960","Wandelen",""
"176960","176965","Wandelen",""
"176965","176970","Wandelen",""
"176970","176975","Trapaf",""
"176975","176980","Trapaf",""
"176980","176985","Trapaf",""
"176985","176990","Trapaf",""
"176990","176995","Trapaf",""
"176995","177000","Trapaf",""
"177000","177005","Trapaf",""
"177005","177010","Trapaf",""
"177010","177015","Trapaf",""
"177015","177020","Trapaf",""
"177020","177025","Wandelen",""
"177025","177030","Wandelen",""
"177030","177035","Ruis",""
"177035","177040","Ruis",""
"177040","177045","Trapaf",""
"177045","177050","Trapaf",""
"177050","177055","Trapaf",""
"177055","177060","Trapaf",""
"177060","177065","Trapaf",""
"177065","177070","Trapaf",""
"177070","177075","Trapaf",""
"177075","177080","Trapaf",""
"177080","177085","Trapaf",""
"177085","177090","Trapaf",""
"177090","177095","Ruis",""
"177095","177100","Wandelen",""
"177100","177105","Wandelen",""
"177105","177110","Wandelen",""
"177110","177115","Trapaf",""
"177115","177120","Trapaf",""
"177120","177125","Trapaf",""
"177125","177130","Trapaf",""
"177130","177135","Trapaf",""
"177135","177140","Trapaf",""
"177140","177145","Trapaf",""
"177145","177150","Trapaf",""
"177150","177155","Trapaf",""
"177155","177160","Ruis",""
"177160","177165","Wandelen",""
"177165","177170","Wandelen",""
"177170","177175","Trapaf",""
"177175","177180","Trapaf",""
"177180","177185","Trapaf",""
"177185","177190","Trapaf",""
"177190","177195","Trapaf",""
"177195","177200","Trapaf",""
"177200","177205","Trapaf",""
"177205","177210","Trapaf",""
"177210","177215","Trapaf",""
"177215","177220","Trapaf",""
"177220","177225","Trapaf",""
"177225","177230","Trapaf",""
"177230","177235","Ruis",""
"177235","177240","Wandelen",""
"177240","177245","Wandelen",""
"177245","177250","Ruis",""
"177250","177255","Ruis",""
"177255","177260","Ruis",""
"177260","177265","Ruis",""
"177265","177270","Ruis",""
"177270","177275","Ruis",""
"177275","177280","Ruis",""
"177280","177285","Ruis",""
"177285","177290","Ruis",""
